tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Month,Day
657,2018-07-24 06:31:28.124,2018-07-24 06:42:25.208,3185,City Hall,40.717732500000004,-74.04384499999999,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29602,Subscriber,1988,2,7,24
467,2018-10-20 11:02:37.808,2018-10-20 11:10:25.156,3202,Newport PATH,40.7272235,-74.03375890000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,26274,Subscriber,1992,2,10,20
499,2018-03-31 14:39:14.755,2018-03-31 14:47:34.128,3638,Washington St,40.7242941,-74.0354826,3183,Exchange Place,40.7162469,-74.0334588,29542,Subscriber,1966,1,3,31
416,2018-09-03 11:34:42.018,2018-09-03 11:41:38.586,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3639,Harborside,40.71925170000001,-74.034234,29487,Subscriber,1990,1,9,3
823,2018-06-14 15:07:57.118,2018-06-14 15:21:40.334,3209,Brunswick St,40.7241765,-74.05065640000001,3681,Grand St,40.71517767732029,-74.03768330812454,29524,Subscriber,1980,1,6,14
127,2018-05-23 22:47:28.342,2018-05-23 22:49:35.370,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3275,Columbus Drive,40.71835519823214,-74.03891444206238,29229,Subscriber,1988,1,5,23
530,2018-07-26 13:10:52.710,2018-07-26 13:19:42.817,3681,Grand St,40.71517767732029,-74.03768330812454,3211,Newark Ave,40.72152515,-74.046304543,29205,Subscriber,1976,1,7,26
508,2018-08-04 00:28:23.475,2018-08-04 00:36:52.437,3209,Brunswick St,40.7241765,-74.05065640000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,29446,Subscriber,1985,1,8,4
397,2018-08-21 08:21:57.123,2018-08-21 08:28:34.256,3203,Hamilton Park,40.727595965999996,-74.044247311,3639,Harborside,40.71925170000001,-74.034234,26242,Subscriber,1983,1,8,21
510,2018-09-20 07:42:06.947,2018-09-20 07:50:36.998,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3640,Journal Square,40.733670000000004,-74.0625,29645,Subscriber,1995,1,9,20
272,2018-02-26 07:01:48.671,2018-02-26 07:06:21.029,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29471,Subscriber,1989,2,2,26
97,2018-06-29 18:35:33.554,2018-06-29 18:37:11.526,3203,Hamilton Park,40.727595965999996,-74.044247311,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,26296,Subscriber,1978,1,6,29
134,2018-07-26 09:37:04.806,2018-07-26 09:39:18.945,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.717732500000004,-74.04384499999999,26251,Subscriber,1972,1,7,26
267,2018-01-22 17:35:22.312,2018-01-22 17:39:50.183,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,31687,Subscriber,1980,1,1,22
2651,2018-12-27 10:53:51.117,2018-12-27 11:38:02.227,3213,Van Vorst Park,40.71848892,-74.047726625,3202,Newport PATH,40.7272235,-74.03375890000001,26275,Subscriber,1990,1,12,27
266,2018-11-25 17:50:02.738,2018-11-25 17:54:29.164,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,29652,Subscriber,1962,1,11,25
340,2018-05-18 16:44:16.212,2018-05-18 16:49:56.340,3639,Harborside,40.71925170000001,-74.034234,3211,Newark Ave,40.72152515,-74.046304543,33606,Subscriber,1969,0,5,18
62,2018-05-07 22:58:52.952,2018-05-07 22:59:54.966,3211,Newark Ave,40.72152515,-74.046304543,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,26172,Subscriber,1989,1,5,7
539,2018-02-13 19:01:13.098,2018-02-13 19:10:12.915,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311,29597,Subscriber,1970,1,2,13
292,2018-05-11 08:51:59.420,2018-05-11 08:56:51.684,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33575,Subscriber,1982,1,5,11
523,2018-06-05 21:51:50.758,2018-06-05 22:00:34.291,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3192,Liberty Light Rail,40.711242299999995,-74.0557013,26219,Subscriber,1969,0,6,5
421,2018-08-07 18:56:53.231,2018-08-07 19:03:55.039,3640,Journal Square,40.733670000000004,-74.0625,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,26161,Subscriber,1993,1,8,7
622,2018-10-13 13:30:28.405,2018-10-13 13:40:51.056,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,29243,Customer,1984,1,10,13
299,2018-08-01 20:06:04.525,2018-08-01 20:11:04.315,3195,Sip Ave,40.730742625306576,-74.06378388404845,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29583,Subscriber,1994,1,8,1
173,2018-05-11 12:20:45.896,2018-05-11 12:23:39.222,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.717732500000004,-74.04384499999999,33646,Subscriber,1989,1,5,11
492,2018-11-14 08:32:09.506,2018-11-14 08:40:22.083,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,29250,Subscriber,1995,2,11,14
240,2018-05-01 09:02:22.838,2018-05-01 09:06:22.876,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.733670000000004,-74.0625,33620,Subscriber,1989,1,5,1
308,2018-03-11 22:42:25.011,2018-03-11 22:47:33.330,3187,Warren St,40.721123600000006,-74.03805095,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,31875,Subscriber,1981,1,3,11
109,2018-01-14 13:47:43.000,2018-01-14 13:49:32.530,3211,Newark Ave,40.72152515,-74.046304543,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,31739,Subscriber,1980,2,1,14
360,2018-09-19 07:43:22.582,2018-09-19 07:49:23.115,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26226,Subscriber,1988,1,9,19
351,2018-03-12 09:53:13.402,2018-03-12 09:59:05.041,3203,Hamilton Park,40.727595965999996,-74.044247311,3202,Newport PATH,40.7272235,-74.03375890000001,26172,Subscriber,1964,1,3,12
677,2018-09-22 20:02:41.880,2018-09-22 20:13:59.824,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33626,Customer,1992,1,9,22
134,2018-04-18 07:51:44.601,2018-04-18 07:53:59.495,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29515,Subscriber,1981,1,4,18
107,2018-10-23 08:33:42.478,2018-10-23 08:35:29.821,3639,Harborside,40.71925170000001,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,26164,Subscriber,1990,1,10,23
1169,2018-07-28 23:59:13.640,2018-07-29 00:18:43.209,3267,Morris Canal,40.7124188237569,-74.03852552175522,3209,Brunswick St,40.7241765,-74.05065640000001,33594,Subscriber,1991,1,7,28
236,2018-08-13 18:20:15.306,2018-08-13 18:24:11.980,3681,Grand St,40.71517767732029,-74.03768330812454,3275,Columbus Drive,40.71835519823214,-74.03891444206238,29263,Subscriber,1989,1,8,13
426,2018-05-09 17:55:50.865,2018-05-09 18:02:57.791,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072487999,-74.04288411140442,33623,Subscriber,1984,1,5,9
409,2018-04-01 13:02:54.058,2018-04-01 13:09:43.968,3203,Hamilton Park,40.727595965999996,-74.044247311,3481,York St,40.71649,-74.04105,29271,Subscriber,1982,2,4,1
269,2018-06-19 18:09:06.196,2018-06-19 18:13:36.081,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,32417,Subscriber,1964,1,6,19
855,2018-02-21 15:11:51.622,2018-02-21 15:26:06.927,3639,Harborside,40.71925170000001,-74.034234,3267,Morris Canal,40.7124188237569,-74.03852552175522,31860,Subscriber,1985,1,2,21
204,2018-09-17 14:05:38.157,2018-09-17 14:09:02.634,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3213,Van Vorst Park,40.71848892,-74.047726625,33576,Subscriber,1989,2,9,17
291,2018-09-25 18:24:59.697,2018-09-25 18:29:50.804,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,29272,Subscriber,1988,1,9,25
918,2018-09-21 08:30:40.196,2018-09-21 08:45:58.845,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3183,Exchange Place,40.7162469,-74.0334588,26179,Subscriber,1990,2,9,21
227,2018-06-20 10:34:59.070,2018-06-20 10:38:46.140,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,29198,Subscriber,1987,1,6,20
1760,2018-06-16 16:10:18.891,2018-06-16 16:39:39.286,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,33648,Customer,1969,0,6,16
952,2018-05-14 20:44:27.419,2018-05-14 21:00:19.588,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3202,Newport PATH,40.7272235,-74.03375890000001,29215,Subscriber,1992,1,5,14
261,2018-07-31 21:36:10.983,2018-07-31 21:40:32.021,3211,Newark Ave,40.72152515,-74.046304543,3205,JC Medical Center,40.71653978099194,-74.0496379137039,33695,Subscriber,1995,2,7,31
1417,2018-12-22 17:03:27.361,2018-12-22 17:27:05.028,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3194,McGinley Square,40.7253399253558,-74.06762212514876,29289,Subscriber,1978,1,12,22
539,2018-03-20 16:58:36.821,2018-03-20 17:07:36.732,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.711242299999995,-74.0557013,26290,Subscriber,1985,1,3,20
451,2018-06-23 09:48:51.427,2018-06-23 09:56:22.509,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29661,Subscriber,1992,2,6,23
317,2018-02-20 17:23:25.216,2018-02-20 17:28:42.868,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,26210,Subscriber,1984,1,2,20
474,2018-05-25 17:59:45.043,2018-05-25 18:07:39.640,3210,Pershing Field,40.742677141,-74.051788633,3198,Heights Elevator,40.748715945380226,-74.04044330120088,33625,Subscriber,1990,1,5,25
182,2018-08-12 12:01:28.758,2018-08-12 12:04:31.237,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29521,Subscriber,1980,1,8,12
278,2018-10-03 19:58:08.784,2018-10-03 20:02:47.247,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29542,Subscriber,1988,1,10,3
230,2018-06-28 09:33:35.245,2018-06-28 09:37:26.165,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33607,Subscriber,1983,1,6,28
200,2018-08-31 09:19:34.739,2018-08-31 09:22:55.446,3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442,29299,Subscriber,1977,2,8,31
452,2018-11-14 07:27:55.488,2018-11-14 07:35:28.391,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29515,Subscriber,1985,1,11,14
2071,2018-12-27 20:17:45.436,2018-12-27 20:52:16.986,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,29204,Subscriber,1986,1,12,27
198,2018-11-08 07:38:55.752,2018-11-08 07:42:14.735,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26288,Subscriber,1990,2,11,8
459,2018-08-24 02:32:24.512,2018-08-24 02:40:04.351,3639,Harborside,40.71925170000001,-74.034234,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29586,Subscriber,1995,1,8,24
143,2018-10-14 17:42:05.370,2018-10-14 17:44:28.692,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.717732500000004,-74.04384499999999,29442,Subscriber,1987,1,10,14
308,2018-09-08 11:03:19.838,2018-09-08 11:08:28.819,3185,City Hall,40.717732500000004,-74.04384499999999,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29579,Subscriber,1988,1,9,8
465,2018-11-03 19:54:14.217,2018-11-03 20:01:59.684,3202,Newport PATH,40.7272235,-74.03375890000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,33625,Subscriber,1981,0,11,3
459,2018-06-13 10:31:02.987,2018-06-13 10:38:42.876,3195,Sip Ave,40.730742625306576,-74.06378388404845,3280,Astor Place,40.71928220070703,-74.07126188278198,33641,Subscriber,1988,1,6,13
1424,2018-12-14 00:18:28.865,2018-12-14 00:42:13.843,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,26270,Customer,1969,0,12,14
485,2018-06-11 07:02:50.640,2018-06-11 07:10:55.767,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33626,Subscriber,1981,2,6,11
311,2018-10-30 18:55:35.802,2018-10-30 19:00:47.568,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,29226,Subscriber,1977,1,10,30
251,2018-10-10 20:05:25.388,2018-10-10 20:09:36.919,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3681,Grand St,40.71517767732029,-74.03768330812454,29212,Subscriber,1974,1,10,10
204,2018-07-09 20:37:54.787,2018-07-09 20:41:18.931,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3207,Oakland Ave,40.7376037,-74.05247829999999,26255,Subscriber,1986,1,7,9
110,2018-11-06 22:35:22.702,2018-11-06 22:37:13.293,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3481,York St,40.71649,-74.04105,29127,Subscriber,1978,1,11,6
612,2018-09-12 21:31:29.750,2018-09-12 21:41:42.539,3195,Sip Ave,40.730742625306576,-74.06378388404845,3212,Christ Hospital,40.734785818,-74.050443636,26295,Subscriber,1991,1,9,12
356,2018-06-14 09:11:46.298,2018-06-14 09:17:43.089,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29588,Subscriber,1979,2,6,14
118,2018-10-19 17:51:54.737,2018-10-19 17:53:52.808,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26216,Subscriber,1962,1,10,19
217,2018-05-28 17:31:05.647,2018-05-28 17:34:43.557,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29622,Subscriber,1989,2,5,28
337,2018-10-01 18:51:49.856,2018-10-01 18:57:27.801,3195,Sip Ave,40.730742625306576,-74.06378388404845,3679,Bergen Ave,40.72210378668603,-74.07145500183104,33641,Subscriber,1985,1,10,1
1029,2018-07-27 08:34:56.004,2018-07-27 08:52:05.444,3694,Jackson Square,40.71113,-74.0789,3183,Exchange Place,40.7162469,-74.0334588,29525,Subscriber,1991,2,7,27
153,2018-07-18 18:26:44.931,2018-07-18 18:29:18.908,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,33580,Subscriber,1969,1,7,18
253,2018-10-16 15:18:02.233,2018-10-16 15:22:15.714,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,26262,Subscriber,1992,1,10,16
255,2018-04-18 07:36:35.523,2018-04-18 07:40:50.941,3267,Morris Canal,40.7124188237569,-74.03852552175522,3184,Paulus Hook,40.7141454,-74.0335519,29591,Subscriber,1990,2,4,18
307,2018-05-09 15:23:30.945,2018-05-09 15:28:37.983,3481,York St,40.71649,-74.04105,3183,Exchange Place,40.7162469,-74.0334588,33665,Subscriber,1962,1,5,9
409,2018-07-10 19:06:58.240,2018-07-10 19:13:48.197,3213,Van Vorst Park,40.71848892,-74.047726625,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,26269,Subscriber,1984,1,7,10
713,2018-10-12 19:15:19.788,2018-10-12 19:27:13.501,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3209,Brunswick St,40.7241765,-74.05065640000001,26169,Subscriber,1989,2,10,12
334,2018-10-22 08:37:15.567,2018-10-22 08:42:50.489,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.730742625306576,-74.06378388404845,29465,Subscriber,1980,1,10,22
152,2018-07-15 17:28:04.547,2018-07-15 17:30:36.612,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,26314,Subscriber,1993,1,7,15
432,2018-11-11 11:18:55.231,2018-11-11 11:26:07.343,3185,City Hall,40.717732500000004,-74.04384499999999,3639,Harborside,40.71925170000001,-74.034234,29514,Subscriber,1988,2,11,11
372,2018-11-25 12:57:28.824,2018-11-25 13:03:41.174,3681,Grand St,40.71517767732029,-74.03768330812454,3638,Washington St,40.7242941,-74.0354826,26241,Subscriber,1990,2,11,25
540,2018-10-30 08:30:09.594,2018-10-30 08:39:10.499,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,26192,Subscriber,1990,1,10,30
2180,2018-08-11 10:49:03.629,2018-08-11 11:25:23.639,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26200,Customer,1969,0,8,11
261,2018-11-24 16:52:29.874,2018-11-24 16:56:50.961,3191,Union St,40.71821129999999,-74.08363940000001,3193,Lincoln Park,40.7246050998869,-74.07840594649316,29524,Subscriber,1987,2,11,24
134,2018-06-10 08:01:50.766,2018-06-10 08:04:04.916,3194,McGinley Square,40.7253399253558,-74.06762212514876,3679,Bergen Ave,40.72210378668603,-74.07145500183104,33615,Subscriber,1979,1,6,10
243,2018-12-12 08:19:57.585,2018-12-12 08:24:00.764,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29300,Subscriber,1979,1,12,12
710,2018-06-01 08:48:09.377,2018-06-01 08:59:59.387,3202,Newport PATH,40.7272235,-74.03375890000001,3185,City Hall,40.717732500000004,-74.04384499999999,26244,Subscriber,1980,2,6,1
279,2018-04-25 08:50:52.606,2018-04-25 08:55:32.464,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.730742625306576,-74.06378388404845,26151,Subscriber,1984,1,4,25
629,2018-03-05 08:34:59.900,2018-03-05 08:45:29.350,3203,Hamilton Park,40.727595965999996,-74.044247311,3639,Harborside,40.71925170000001,-74.034234,29595,Subscriber,1974,1,3,5
245,2018-08-03 17:56:15.291,2018-08-03 18:00:20.385,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,33006,Subscriber,1986,1,8,3
1575,2018-12-12 20:38:39.992,2018-12-12 21:04:55.595,3185,City Hall,40.717732500000004,-74.04384499999999,3206,Hilltop,40.7311689,-74.0575736,29598,Subscriber,1984,1,12,12
167,2018-07-24 21:21:13.061,2018-07-24 21:24:00.726,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3196,Riverview Park,40.7443187,-74.04399090000001,29124,Subscriber,1989,1,7,24
227,2018-01-24 18:12:44.591,2018-01-24 18:16:31.765,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,31926,Subscriber,1986,1,1,24
201,2018-09-12 21:08:03.104,2018-09-12 21:11:24.459,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3279,Dixon Mills,40.72163014263835,-74.04996782541275,29606,Subscriber,1982,2,9,12
488,2018-08-29 12:49:07.341,2018-08-29 12:57:15.822,3202,Newport PATH,40.7272235,-74.03375890000001,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29623,Subscriber,1981,1,8,29
810,2018-04-14 19:10:03.351,2018-04-14 19:23:34.011,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3267,Morris Canal,40.7124188237569,-74.03852552175522,31949,Subscriber,1969,0,4,14
176,2018-12-30 02:52:35.699,2018-12-30 02:55:32.597,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29474,Customer,1969,0,12,30
144,2018-06-13 22:46:43.256,2018-06-13 22:49:07.585,3209,Brunswick St,40.7241765,-74.05065640000001,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29299,Subscriber,1988,1,6,13
350,2018-11-25 06:19:04.425,2018-11-25 06:24:55.379,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.730742625306576,-74.06378388404845,29263,Subscriber,1954,1,11,25
680,2018-09-28 15:41:36.556,2018-09-28 15:52:56.652,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3195,Sip Ave,40.730742625306576,-74.06378388404845,29552,Subscriber,1978,1,9,28
1311,2018-08-30 09:16:03.044,2018-08-30 09:37:54.899,3203,Hamilton Park,40.727595965999996,-74.044247311,3193,Lincoln Park,40.7246050998869,-74.07840594649316,26244,Subscriber,1984,2,8,30
1442,2018-01-12 16:57:27.965,2018-01-12 17:21:30.642,3184,Paulus Hook,40.7141454,-74.0335519,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,26157,Subscriber,1982,2,1,12
354,2018-02-28 16:08:03.257,2018-02-28 16:13:57.530,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.727595965999996,-74.044247311,31708,Subscriber,1966,2,2,28
230,2018-07-09 18:18:24.997,2018-07-09 18:22:15.438,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29288,Subscriber,1984,1,7,9
1655,2018-05-02 09:06:07.555,2018-05-02 09:33:43.436,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3183,Exchange Place,40.7162469,-74.0334588,33555,Subscriber,1979,1,5,2
765,2018-08-03 12:25:01.027,2018-08-03 12:37:46.168,3481,York St,40.71649,-74.04105,3639,Harborside,40.71925170000001,-74.034234,26268,Subscriber,1986,1,8,3
300,2018-03-06 18:55:47.561,2018-03-06 19:00:48.344,3202,Newport PATH,40.7272235,-74.03375890000001,3639,Harborside,40.71925170000001,-74.034234,26168,Subscriber,1979,1,3,6
377,2018-07-29 19:35:00.271,2018-07-29 19:41:17.978,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3205,JC Medical Center,40.71653978099194,-74.0496379137039,29289,Subscriber,1992,2,7,29
311,2018-05-19 16:42:14.597,2018-05-19 16:47:26.084,3267,Morris Canal,40.7124188237569,-74.03852552175522,3187,Warren St,40.721123600000006,-74.03805095,26286,Subscriber,1980,1,5,19
172,2018-06-25 13:32:51.518,2018-06-25 13:35:44.416,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26151,Subscriber,1967,2,6,25
536,2018-10-08 13:29:08.542,2018-10-08 13:38:04.891,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3185,City Hall,40.717732500000004,-74.04384499999999,26277,Subscriber,1888,0,10,8
288,2018-04-21 16:42:33.608,2018-04-21 16:47:21.687,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26266,Subscriber,1993,1,4,21
342,2018-04-04 16:44:03.442,2018-04-04 16:49:46.002,3187,Warren St,40.721123600000006,-74.03805095,3185,City Hall,40.717732500000004,-74.04384499999999,31675,Subscriber,1976,2,4,4
153,2018-08-05 13:35:00.112,2018-08-05 13:37:33.485,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29540,Subscriber,1973,1,8,5
133,2018-06-01 21:45:50.389,2018-06-01 21:48:04.123,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,29243,Subscriber,1988,1,6,1
329,2018-04-19 18:35:41.337,2018-04-19 18:41:10.563,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,31949,Subscriber,1964,1,4,19
242,2018-10-19 08:18:00.251,2018-10-19 08:22:03.231,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33628,Subscriber,1984,1,10,19
177,2018-07-03 12:09:24.841,2018-07-03 12:12:21.986,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33681,Subscriber,1986,1,7,3
243,2018-09-17 08:44:52.835,2018-09-17 08:48:55.912,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26215,Subscriber,1994,2,9,17
138,2018-09-21 08:11:10.953,2018-09-21 08:13:29.570,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29211,Subscriber,1982,1,9,21
69,2018-12-25 15:51:29.427,2018-12-25 15:52:38.722,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29586,Subscriber,1960,1,12,25
222,2018-10-14 12:31:08.376,2018-10-14 12:34:50.968,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,29288,Subscriber,1977,2,10,14
191,2018-12-21 18:33:31.693,2018-12-21 18:36:43.531,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3211,Newark Ave,40.72152515,-74.046304543,26278,Subscriber,1992,1,12,21
109,2018-03-18 19:48:49.152,2018-03-18 19:50:38.174,3209,Brunswick St,40.7241765,-74.05065640000001,3279,Dixon Mills,40.72163014263835,-74.04996782541275,29593,Subscriber,1982,1,3,18
271,2018-08-14 18:19:13.504,2018-08-14 18:23:45.462,3185,City Hall,40.717732500000004,-74.04384499999999,3187,Warren St,40.721123600000006,-74.03805095,29200,Subscriber,1988,1,8,14
273,2018-02-21 19:07:37.909,2018-02-21 19:12:11.671,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3203,Hamilton Park,40.727595965999996,-74.044247311,29445,Subscriber,1966,1,2,21
112,2018-10-05 08:52:00.832,2018-10-05 08:53:53.328,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,29484,Subscriber,1973,1,10,5
154,2018-10-29 15:25:06.254,2018-10-29 15:27:41.172,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,29227,Subscriber,1975,2,10,29
866,2018-09-14 22:03:53.477,2018-09-14 22:18:20.266,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3202,Newport PATH,40.7272235,-74.03375890000001,33442,Customer,1991,1,9,14
2479,2018-09-22 12:14:12.135,2018-09-22 12:55:31.297,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26209,Subscriber,1981,1,9,22
